game_id,year,week,away,home,away_score,home_score,temp,forecast,is_dome,wind_speed,wind_direct
2584370355,2017,17,Panthers,Falcons,10,22,72,DOME,TRUE,3,NW
4111127464,2017,17,Bengals,Ravens,31,27,18,Mostly Cloudy,FALSE,5,NNW
4251635216,2017,17,Jaguars,Titans,10,15,22,Mostly Cloudy,FALSE,7,NNW
156844161,2017,17,Saints,Buccaneers,24,31,69,Clear,FALSE,1,SSE
2359639225,2017,17,Bills,Dolphins,22,16,71,Clear,FALSE,4,NE
3708736121,2017,17,Raiders,Chargers,10,30,62,Clear,FALSE,0,SSW
1179475318,2017,17,Chiefs,Broncos,27,24,16,Mostly Cloudy,FALSE,3,NNE
4160867370,2017,17,49ers,Rams,34,13,63,Clear,FALSE,0,SSW
2079383376,2017,17,Cardinals,Seahawks,26,24,39,Clear,FALSE,3,N
1086463674,2018,1,Falcons,Eagles,12,18,81,Rain,FALSE,2,NW
2978291406,2018,1,Bills,Ravens,3,47,62,Light Rain,FALSE,11,ENE
2751019594,2018,1,Jaguars,Giants,20,15,58,Light Rain,FALSE,4,NE
3763438482,2018,1,Buccaneers,Saints,48,40,72,DOME,TRUE,1,WSW
1546560271,2018,1,Texans,Patriots,20,27,62,Mostly Cloudy,FALSE,6,ENE
723004061,2018,1,49ers,Vikings,16,24,72,DOME,TRUE,9,SSE
2083735267,2018,1,Titans,Dolphins,20,27,88,Rain,FALSE,4,SW
3664690689,2018,1,Bengals,Colts,34,23,72,DOME,TRUE,9,NE
2807067542,2018,1,Steelers,Browns,21,21,59,Light Rain,FALSE,4,ENE
3133789239,2018,1,Chiefs,Chargers,38,28,85,Clear,FALSE,5,SSW
1273916466,2018,1,Seahawks,Broncos,24,27,85,Clear,FALSE,3,NE
199264465,2018,1,Cowboys,Panthers,8,16,83,Drizzle,FALSE,6,NE
499976455,2018,1,Redskins,Cardinals,24,6,72,DOME,TRUE,3,WSW
1036397644,2018,1,Bears,Packers,23,24,60,Clear,FALSE,4,NE
81807973,2018,1,Jets,Lions,48,17,72,DOME,TRUE,7,N
